Strain name,Amikacin,Tobramycin,Gentamicin,Imipenem,Meropenem,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/ tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/ sulfamethoxazole,Ampicillin/ sulbactam,Colistin,Polymyxin B,Tetracycline,Minocycline,Piperacillin
Acinetobacterbaumanniistrainmrsn15087,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn15093,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn15129,Susceptible,Intermediate,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Intermediate,Susceptible,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn1551,Susceptible,Susceptible,Intermediate,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn15574,Susceptible,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn16874,Intermediate,Intermediate,Intermediate,Resistant,Resistant,NA,Intermediate,Intermediate,NA,NA,Intermediate,Resistant,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn16880,Intermediate,Intermediate,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Susceptible,Susceptible,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn16881,Intermediate,Intermediate,Resistant,Resistant,Resistant,NA,Intermediate,Intermediate,NA,NA,Susceptible,Intermediate,Susceptible,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn16882,Intermediate,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Intermediate,NA,NA,Intermediate,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn16896,Intermediate,Intermediate,Intermediate,Susceptible,Susceptible,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn16898,Intermediate,Susceptible,Intermediate,Susceptible,Susceptible,NA,Intermediate,Intermediate,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn16901,Intermediate,Susceptible,Intermediate,Susceptible,Susceptible,NA,Intermediate,Intermediate,NA,NA,Susceptible,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn17493,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Resistant,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn17592,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Intermediate,Intermediate,NA,NA,Susceptible,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn17593,Intermediate,Susceptible,Intermediate,Susceptible,Susceptible,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn19482,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn1967,Resistant,Intermediate,Intermediate,Resistant,Resistant,NA,Intermediate,Resistant,NA,NA,NA,Resistant,Resistant,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn1971,Intermediate,Intermediate,Intermediate,Susceptible,Susceptible,NA,Intermediate,Intermediate,NA,NA,NA,Intermediate,Intermediate,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn1973,Susceptible,Susceptible,Intermediate,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn2024,Resistant,Intermediate,Intermediate,Resistant,Resistant,NA,Intermediate,Resistant,NA,NA,NA,Intermediate,Resistant,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn20315,Susceptible,Intermediate,Intermediate,Susceptible,Susceptible,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn20755,Susceptible,Resistant,Intermediate,Susceptible,Intermediate,NA,Susceptible,Susceptible,NA,NA,Intermediate,Resistant,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn21660,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn21681,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn22112,Intermediate,Intermediate,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn23390,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn24008,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn24603,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn25547,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn2821,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn2839,Intermediate,Intermediate,Intermediate,Resistant,Resistant,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Resistant,NA,Strain could not be classified,Strain could not be classified,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn29908,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Intermediate,Susceptible,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn29999,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn30000,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn30885,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn30896,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn30909,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn30912,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn30945,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn31159,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn31196,Resistant,Intermediate,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn31461,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn31468,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn31523,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn31915,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn31942,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn31947,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32076,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32104,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Susceptible,Susceptible,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn32108,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn32142,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32304,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32797,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32842,Susceptible,Susceptible,Intermediate,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32865,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32866,Resistant,Susceptible,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn32875,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32892,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Resistant,Susceptible,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn32915,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn334,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn3360,Susceptible,Intermediate,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Susceptible,Susceptible,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn337038,Resistant,Intermediate,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn351162,Susceptible,Susceptible,Intermediate,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn351524,Susceptible,Susceptible,Resistant,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn3607,Intermediate,Susceptible,Intermediate,Resistant,Resistant,NA,Intermediate,Intermediate,NA,NA,NA,Intermediate,Resistant,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn3658,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn3692,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn3874,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn3941,Susceptible,Intermediate,Intermediate,Resistant,Resistant,NA,Resistant,Intermediate,Strain could not be classified,Intermediate,Intermediate,Intermediate,Resistant,NA,Strain could not be classified,Susceptible,Resistant,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn4119,Intermediate,Intermediate,Intermediate,Resistant,Resistant,NA,Intermediate,Intermediate,NA,Intermediate,Intermediate,Resistant,Intermediate,NA,Strain could not be classified,Susceptible,Resistant,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn423159,Intermediate,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,Strain could not be classified,Strain could not be classified,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn4481,Intermediate,Susceptible,Resistant,Resistant,NA,NA,Intermediate,Intermediate,NA,NA,NA,Intermediate,Resistant,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn4484,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn480561,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn480622,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Susceptible,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn489669,Resistant,Intermediate,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Susceptible,Strain could not be classified,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn489678,Susceptible,Intermediate,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn4943,Intermediate,Intermediate,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn5540,Intermediate,Intermediate,Intermediate,Resistant,Resistant,NA,Intermediate,Resistant,NA,NA,Intermediate,Resistant,Intermediate,NA,Strain could not be classified,Strain could not be classified,Intermediate,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn5969,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn6269,Intermediate,Intermediate,Intermediate,Resistant,Resistant,NA,Resistant,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,Resistant,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn6273,Intermediate,Intermediate,Intermediate,Resistant,Resistant,NA,Resistant,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Susceptible,Intermediate,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn6541,Susceptible,Susceptible,Susceptible,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Intermediate,Susceptible,Resistant,Strain could not be classified,Strain could not be classified,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7067,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,Strain could not be classified,Susceptible,Intermediate,NA,Resistant,NA,NA
Acinetobacterbaumanniistrainmrsn7068,Susceptible,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7070,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7073,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7074,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7079,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7080,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7081,Susceptible,Intermediate,Intermediate,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Susceptible,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7084,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7087,Intermediate,Susceptible,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7091,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Susceptible,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7097,Intermediate,Intermediate,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7099,Susceptible,Intermediate,Intermediate,Resistant,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7100,Susceptible,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7102,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7111,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7113,Susceptible,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,NA,Intermediate,Susceptible,Susceptible,Susceptible,Susceptible,Intermediate,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7114,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7116,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7117,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7118,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Strain could not be classified,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7119,Intermediate,Intermediate,Intermediate,Susceptible,NA,Susceptible,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7122,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7125,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
Acinetobacterbaumanniistrainmrsn7126,Susceptible,Intermediate,Intermediate,Susceptible,NA,NA,Susceptible,Susceptible,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7127,Susceptible,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,Susceptible,NA,NA,Susceptible,Susceptible,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacterbaumanniistrainmrsn7129,Intermediate,Intermediate,Intermediate,Susceptible,NA,NA,Intermediate,Intermediate,NA,NA,Intermediate,Intermediate,Intermediate,NA,Strain could not be classified,Susceptible,NA,NA,Intermediate,NA,NA
