Strain name,Amikacin,Tobramycin,Gentamicin,Imipenem,Meropenem,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/ tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/ sulfamethoxazole,Ampicillin/ sulbactam,Colistin,Polymyxin B,Tetracycline,Minocycline,Piperacillin
Acinetobacterbaumanniistrainmrsn7143,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7145,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7146,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7148,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7150,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7156,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7157,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7158,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7159,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7162,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7163,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7164,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7165,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7166,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7168,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7169,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7171,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7172,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7175,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7181,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7183,Resistant,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7185,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7186,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7189,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7202,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7206,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7208,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7209,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7211,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7212,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7213,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Strain could not be classified,Resistant,NA,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,Susceptible,Strain could not be classified,Susceptible,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7214,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7216,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7219,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7221,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7222,Resistant,Resistant,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7224,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7226,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7227,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7228,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7229,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7231,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7232,Resistant,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7234,Resistant,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7235,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7236,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7237,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7239,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7240,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7241,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7243,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7245,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7247,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7248,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7249,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7250,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7252,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7253,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7255,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7256,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7258,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7259,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7261,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7262,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7263,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7267,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7269,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7270,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7272,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7274,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7277,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7278,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7280,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7282,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7285,Resistant,Resistant,Resistant,Strain could not be classified,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7286,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7289,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7290,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7291,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7293,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7294,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7295,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7296,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7297,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7298,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7299,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7301,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7303,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7308,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7311,Susceptible,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7316,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7318,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7321,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7322,Susceptible,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7323,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7325,Susceptible,Susceptible,Susceptible,Susceptible,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Susceptible,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7326,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7327,Resistant,Resistant,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7331,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7336,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7338,Resistant,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
Acinetobacterbaumanniistrainmrsn7342,Resistant,Susceptible,Resistant,Susceptible,NA,Strain could not be classified,Resistant,Resistant,NA,NA,Strain could not be classified,Strain could not be classified,Strain could not be classified,NA,Resistant,Strain could not be classified,NA,NA,Strain could not be classified,NA,NA
